CIDL,代称,日冲策分,仓周类,月基带周,月基带日,月基策略,行业益盟,是宽基指数
sz300078,思创智联,1.9,屎y,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),软件服务,
sz300079,数码视讯,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),软件服务,
sz300080,易成新能,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),光伏设备,
sz300081,ST恒信,0.1,屎y,(屎)▽(忑),(屎)▽(忑)▽(忑),NA(空长),,
sz300082,奥克股份,1.3,尿z,(尿)▽(忑),(尿)▽(忑)↗(上),NA(空看),化学制品,
sz300083,创世纪,1.5,金c,(金)↘(下),(嘘)↘(下)▽(忑),多被(金),自动化设备,
sz300084,海默科技,13.7,嘘z,(嘘)▽(忑),(嘘)↘(忑)↗(忐),NA(空看),专用设备,
sz300085,银之杰,1.3,屎y,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),软件服务,
sz300086,康芝药业,1.9,屎y,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),医药制造,
sz300087,ST荃银,1.3,屎y,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),农林,
sz300088,长信科技,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),电子元件,
sz300091,*ST金灵,0.5,尿z,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),,
sz300092,科新机电,0.8,屎z,(屎)▽(忑),(屎)▽(忑)↗(上),NA(空长),专用设备,
sz300093,金刚光伏,85.1,金y,(金)↘(忠),(金)▲(忐)▲(上),多被(金),,
sz300094,国联水产,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),食品加工,
sz300095,华伍股份,1.3,尿z,(尿)▽(忑),(屎)▽(忑)↗(忐),NA(空看),专用设备,
sz300096,ST易联众,0.8,嘘z,(嘘)▽(忑),(嘘)↘(忑)▽(忑),NA(空看),,
sz300097,智云股份,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),仪器仪表,
sz300098,高新兴,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),通信设备,
sz300099,尤洛卡,1.3,尿z,(尿)▽(忑),(屎)▽(忑)↗(忐),NA(空看),专用设备,
sz300100,双林股份,0.4,屎y,(屎)▽(忑),(屎)▽(忑)○(忠),NA(空长),汽车零部件,
sz300101,振芯科技,1.3,屎y,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),航天国防,
sz300102,乾照光电,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),电子元件,
sz300103,达刚控股,0.5,尿z,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),专用设备,
sz300105,龙源技术,2,金b,(金)↘(中),(金)↘(下)▽(忑),多长(消极),环境保护,
sz300106,西部牧业,1.3,尿z,(尿)▽(忑),(屎)▽(忑)↗(忐),NA(空看),食品加工,
sz300107,建新股份,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),化学制品,
sz300109,新开源,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),医疗服务,
sz300110,华仁药业,1.3,屎y,(屎)▽(忠),(屎)▽(忑)↗(忐),NA(空长),医药制造,
sz300111,向日葵,1.3,屎y,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),医药制造,
sz300112,万讯自控,33,屎y,(屎)▽(忠),(屎)↗(忐)▲(上),NA(空长),仪器仪表,
sz300113,顺网科技,0.8,尿z,(尿)▽(忑),(屎)▽(忑)↗(上),NA(空看),游戏,
sz300115,长盈精密,2.2,尿y,(尿)▽(忑),(尿)▽(忑)↗(忐),NA(空看),消费电子,
sz300118,东方日升,0.4,尿z,(尿)▽(忑),(屎)▽(忑)○(忠),NA(空看),光伏设备,
sz300119,瑞普生物,33,屎r,(屎)↗(忐),(屎)↗(忐)▲(上),NA(空看),动物保健,
sz300120,经纬辉开,0.1,屎z,(屎)▽(忑),(屎)▽(忑)▽(忑),NA(空长),电子元件,
sz300121,阳谷华泰,0.4,屎z,(屎)▽(忑),(屎)▽(忑)○(忠),NA(空长),橡胶,
sz300122,智飞生物,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),生物制品,
sz300123,ST亚光,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),,
sz300124,汇川技术,1.9,屎y,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),电气智能化设备,
sz300125,*ST聆达,13.7,嘘z,(嘘)▽(忑),(嘘)↘(忑)↗(忐),NA(空看),,
sz300126,锐奇股份,0.8,屎y,(屎)▽(忑),(屎)▽(忑)↗(上),NA(空长),通用设备,
sz300127,银河磁体,0.4,尿y,(尿)▽(忑),(屎)▽(忑)○(忠),NA(空看),新材料,
sz300128,锦富技术,0.4,屎z,(屎)▽(忑),(屎)▽(忑)○(忠),NA(空长),电池,
sz300129,泰胜风能,2.2,尿y,(尿)▽(忑),(尿)▽(忑)↗(忐),NA(空看),风电设备,
sz300130,新国都,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),IT设备,
sz300131,英唐智控,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),电子设备,
sz300132,青松股份,1.9,尿y,(尿)▽(忠),(屎)○(忠)↗(上),NA(空看),化妆品,
sz300133,华策影视,1.3,屎z,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),影视动漫,
sz300134,大富科技,1.3,屎y,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),通信设备,
sz300135,宝利国际,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),石油石化,
sz300136,信维通信,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),电子设备,
sz300137,先河环保,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),环境保护,
sz300138,晨光生物,86,唏r,(唏)↗(忐),(银)▲(忐)▲(上),多被(唏),食品加工,
sz300139,晓程科技,5.3,嘘y,(嘘)▽(忠),(尿)○(忠)↗(上),NA(空看),黄金,
sz300140,节能环境,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),环境保护,
sz300141,和顺电气,1.9,尿y,(尿)▽(忠),(屎)○(忠)↗(上),NA(空看),电源设备,
sz300142,沃森生物,1.8,屎z,(屎)▽(忑),(尿)▽(下)▽(忑),NA(空长),生物制品,
sz300143,盈康生命,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),医疗服务,
sz300144,宋城演艺,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),景点,
sz300145,南方泵业,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),专用设备,
sz300146,汤臣倍健,84.1,屎r,(屎)↗(忐),(唏)↗(忐)▲(上),NA(空看),食品加工,
sz300147,*ST香雪,0.4,屎z,(屎)▽(忑),(屎)▽(忑)○(忠),NA(空长),,
sz300148,天舟文化,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),游戏,
sz300149,睿智医药,0.1,屎y,(屎)▽(忑),(屎)▽(忑)▽(忑),NA(空长),医疗服务,
sz300150,世纪瑞尔,1.9,屎z,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),软件服务,
sz300151,昌红科技,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),专用设备,
sz300152,*ST动力,0.4,屎z,(屎)▽(忑),(屎)▽(忑)○(忠),NA(空长),,
sz300153,科泰电源,0.4,屎y,(屎)▽(忑),(屎)▽(忑)○(忠),NA(空长),电源设备,
sz300154,瑞凌股份,0.4,尿y,(尿)▽(忑),(屎)▽(忑)○(忠),NA(空看),专用设备,
sz300155,安居宝,1.9,屎y,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),IT设备,
sz300157,新锦动力,1.9,尿y,(尿)▽(忠),(屎)○(忠)↗(上),NA(空看),采掘服务业,
sz300158,振东制药,1.3,屎y,(屎)▽(忠),(屎)▽(忑)↗(忐),NA(空长),中药,
sz300159,新研股份,0.5,尿z,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),,
sz300160,秀强股份,1.9,屎z,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),家电,
sz300161,华中数控,1.3,尿z,(尿)▽(忑),(屎)▽(忑)↗(忐),NA(空看),机床设备,
sz300162,雷曼光电,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),电子元件,
sz300163,先锋新材,3,嘘z,(嘘)▽(忑),(嘘)↘(忑)○(忠),NA(空看),化学制品,
sz300164,通源石油,85.1,金r,(金)▲(忐),(金)▲(忐)▲(上),多长(消极),采掘服务业,
sz300165,天瑞仪器,0.5,尿z,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),仪器仪表,
sz300166,东方国信,0.5,嘘z,(嘘)▽(忑),(尿)▽(忑)○(忠),NA(空看),软件服务,
sz300167,ST迪威迅,0.4,尿z,(尿)▽(忑),(屎)▽(忑)○(忠),NA(空看),,
sz300168,万达信息,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),软件开发,
sz300169,天晟新材,33,屎y,(屎)▽(忠),(屎)↗(忐)▲(上),NA(空长),化学制品,
sz300170,汉得信息,1.9,尿y,(尿)▽(忠),(屎)○(忠)↗(上),NA(空看),软件服务,
sz300171,东富龙,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),医疗器械,
sz300172,中电环保,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),环境保护,
sz300173,ST福能,1.3,屎y,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),,
sz300174,元力股份,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),化学制品,
sz300175,朗源股份,33,屎r,(屎)↗(忐),(屎)↗(忐)▲(上),NA(空看),,
sz300176,鸿特科技,1.9,屎y,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),汽车零部件,
sz300177,中海达,1.9,屎y,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),航天国防,
sz300179,四方达,1.5,嘘z,(嘘)▽(忑),(嘘)↘(下)▽(忑),NA(空看),通用设备,
sz300180,华峰超纤,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),塑料,
sz300181,佐力药业,33,屎r,(屎)↗(忐),(屎)↗(忐)▲(上),NA(空看),中药,
sz300182,捷成股份,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),影视动漫,
sz300183,东软载波,1.9,屎y,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),通信设备,
sz300184,力源信息,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),电子设备,
sz300185,通裕重工,5.3,尿y,(尿)▽(忠),(尿)○(忠)↗(上),NA(空看),风电设备,
sz300187,永清环保,0.4,尿z,(尿)▽(忑),(屎)▽(忑)○(忠),NA(空看),环境保护,
sz300188,国投智能,33,屎y,(屎)▽(忠),(屎)↗(忐)▲(上),NA(空长),软件开发,
sz300189,神农种业,1.9,尿z,(尿)▽(忑),(屎)○(忠)↗(上),NA(空看),农林,
sz300190,维尔利,0.5,尿z,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),环境保护,
sz300191,潜能恒信,33.9,嘘y,(嘘)▽(忠),(嘘)○(忠)↗(上),NA(空看),采掘服务业,
sz300192,科德教育,33,尿y,(尿)▽(忠),(屎)↗(忐)▲(上),NA(空看),教育,
sz300193,佳士科技,0.4,屎y,(屎)▽(忑),(屎)▽(忑)○(忠),NA(空长),专用设备,
sz300194,福安药业,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),医药制造,
sz300195,长荣股份,1.3,屎y,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),轻工机械,
sz300196,长海股份,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),化学制品,
sz300197,节能铁汉,1.3,屎z,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),园林工程,
sz300198,*ST纳川,1.9,屎z,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),,
sz300199,翰宇药业,7.6,嘘z,(嘘)▽(忑),(嘘)↘(下)○(忠),NA(空看),医药制造,
sz300200,高盟新材,0.4,屎z,(屎)▽(忑),(屎)▽(忑)○(忠),NA(空长),化学制品,
sz300201,海伦哲,0.8,金z,(金)↘(忑),(嘘)↘(忑)▽(忑),多被(金),专用设备,
sz300203,聚光科技,0.4,屎y,(屎)▽(忑),(屎)▽(忑)○(忠),NA(空长),环境保护,
sz300204,舒泰神,0.1,屎y,(屎)▽(忑),(屎)▽(忑)▽(忑),NA(空长),生物制品,
sz300205,*ST天喻,1.3,尿z,(尿)▽(忑),(尿)▽(忑)↗(上),NA(空看),,
sz300206,理邦仪器,2.2,尿z,(尿)▽(忑),(尿)▽(忑)↗(忐),NA(空看),医疗器械,
sz300207,欣旺达,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),电池,
sz300209,行云科技,82.4,金b,(金)▲(上),(金)▲(上)▲(上),多长(积极),软件服务,
sz300210,森远股份,0.8,屎z,(屎)▽(忑),(屎)▽(忑)↗(上),NA(空长),环境保护,
sz300211,*ST亿通,1.3,屎z,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),,
sz300212,*ST易录,0.8,屎y,(屎)▽(忑),(屎)▽(忑)↗(上),NA(空长),,
sz300213,佳讯飞鸿,1.9,屎y,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),通信设备,
sz300214,日科化学,29.8,金a,(金)▲(上),(金)▲(上)○(中),多长(消极),塑料,
sz300215,电科院,1.3,尿z,(尿)▽(忑),(尿)▽(忑)↗(上),NA(空看),高低压设备,
sz300217,东方电热,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),家电,
sz300218,安利股份,0.4,屎y,(屎)▽(忑),(屎)▽(忑)○(忠),NA(空长),化学制品,
sz300219,鸿利智汇,0.5,尿z,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),电子元件,
sz300220,金运激光,0.8,屎y,(屎)▽(忑),(屎)▽(忑)↗(上),NA(空长),电子设备,
sz300221,银禧科技,0.1,嘘z,(嘘)▽(忑),(尿)▽(忑)▽(忑),NA(空看),塑料,
sz300222,科大智能,0.5,尿z,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),电气智能化设备,
sz300223,北京君正,1.8,嘘c,(嘘)▽(下),(尿)▽(下)▽(忑),NA(空看),半导体,
sz300224,正海磁材,0.4,屎y,(屎)▽(忑),(屎)▽(忑)○(忠),NA(空长),新材料,
sz300225,金力泰,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),,
sz300226,上海钢联,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),软件服务,
sz300227,光韵达,2.2,尿z,(尿)▽(忑),(尿)▽(忑)↗(忐),NA(空看),自动化设备,
sz300228,富瑞特装,1.3,尿y,(尿)▽(忑),(屎)▽(忑)↗(忐),NA(空看),专用设备,
sz300229,拓尔思,1.9,屎y,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),软件开发,
sz300230,永利股份,1.9,屎z,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),塑料,
sz300231,银信科技,1.3,屎y,(屎)▽(忠),(屎)▽(忑)↗(忐),NA(空长),软件服务,
sz300232,洲明科技,1.3,屎z,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),电子元件,
sz300233,金城医药,1.3,屎y,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),医药制造,
sz300234,开尔新材,31.3,金z,(金)↘(忑),(金)↘(忑)↗(忐),多被(金),建材,
sz300235,方直科技,1.3,尿z,(尿)▽(忑),(屎)▽(忑)↗(忐),NA(空看),软件服务,
sz300236,上海新阳,0.8,嘘z,(嘘)▽(忑),(嘘)↘(忑)▽(忑),NA(空看),半导体,
sz300237,ST美晨,0.8,屎y,(屎)▽(忑),(屎)▽(忑)↗(上),NA(空长),,
sz300238,冠昊生物,0.1,屎y,(屎)▽(忑),(屎)▽(忑)▽(忑),NA(空长),医疗器械,
sz300239,东宝生物,0.4,屎y,(屎)▽(忑),(屎)▽(忑)○(忠),NA(空长),生物制品,
sz300240,飞力达,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),仓储物流,
sz300241,瑞丰光电,0.5,尿z,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),电子元件,
sz300242,佳云科技,1.9,尿y,(尿)▽(忠),(屎)○(忠)↗(上),NA(空看),营销传播,
sz300243,瑞丰高材,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),塑料,
sz300244,迪安诊断,2.2,嘘z,(嘘)▽(忑),(尿)▽(忑)↗(忐),NA(空看),医疗器械,
sz300245,ST天玑,1.9,屎z,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),,
sz300246,宝莱特,82.4,金a,(金)▲(上),(金)▲(上)▲(上),多长(不定),医疗器械,
sz300247,融捷健康,1.9,屎y,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),家电,
sz300248,新开普,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),软件服务,
sz300249,依米康,0.1,尿y,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),IT设备,
sz300250,初灵信息,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),软件服务,
sz300251,光线传媒,1.3,屎y,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),影视动漫,
sz300252,金信诺,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),航天国防,
sz300253,卫宁健康,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),软件开发,
sz300254,仟源医药,0.4,屎z,(屎)▽(忑),(屎)▽(忑)○(忠),NA(空长),医药制造,
sz300255,常山药业,0.1,屎y,(屎)▽(忑),(屎)▽(忑)▽(忑),NA(空长),生物制品,
sz300256,星星科技,1.9,屎y,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),电子设备,
sz300257,开山股份,0.1,尿y,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),通用设备,
sz300258,精锻科技,1.3,屎z,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),汽车零部件,
sz300259,新天科技,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),仪器仪表,
sz300260,新莱应材,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),专用设备,
sz300261,雅本化学,33,屎r,(屎)↗(忐),(屎)↗(忐)▲(上),NA(空看),农药,
sz300263,隆华科技,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),通用设备,
sz300264,佳创视讯,0.5,尿z,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),软件服务,
sz300265,通光线缆,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),高低压设备,
sz300266,兴源环境,0.8,屎z,(屎)▽(忑),(屎)▽(忑)↗(上),NA(空长),园林工程,
sz300267,尔康制药,0.4,尿z,(尿)▽(忑),(屎)▽(忑)○(忠),NA(空看),医药制造,
sz300268,佳沃食品,1.3,尿z,(尿)▽(忑),(尿)▽(忑)↗(上),NA(空看),农林,
sz300269,联建光电,0.4,尿y,(尿)▽(忑),(屎)▽(忑)○(忠),NA(空看),电子元件,
sz300270,中威电子,0.5,尿z,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),IT设备,
sz300271,华宇软件,33,屎r,(屎)↗(忐),(屎)↗(忐)▲(上),NA(空看),软件服务,
sz300272,开能健康,1.9,屎z,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),家电,
sz300274,阳光电源,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),光伏设备,
sz300275,梅安森,1.9,屎y,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),IT设备,
sz300276,三丰智能,1.3,屎z,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),自动化设备,
sz300277,汽轮科技,0.5,尿z,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),软件服务,
sz300278,华昌达,0.8,屎y,(屎)▽(忑),(屎)▽(忑)↗(上),NA(空长),自动化设备,
sz300279,和晶科技,1.3,屎z,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),家电,
sz300281,金明精机,0.4,屎z,(屎)▽(忑),(屎)▽(忑)○(忠),NA(空长),专用设备,
sz300283,温州宏丰,0.8,嘘z,(嘘)▽(忑),(嘘)↘(忑)▽(忑),NA(空看),高低压设备,
sz300284,苏交科,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),工程建筑,
sz300285,国瓷材料,8.6,金c,(金)↘(下),(金)↘(下)○(忠),多被(金),电子化学品,
sz300286,安科瑞,2.2,尿z,(尿)▽(忑),(尿)▽(忑)↗(忐),NA(空看),电气智能化设备,
sz300287,飞利信,1.3,屎y,(屎)▽(忠),(屎)▽(忑)↗(忐),NA(空长),软件服务,
sz300288,朗玛信息,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),软件服务,
sz300289,利德曼,1.3,屎y,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),医疗器械,
sz300290,ST荣科,0.8,屎y,(屎)▽(忑),(屎)▽(忑)↗(上),NA(空长),软件服务,
sz300291,百纳千成,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),影视动漫,
sz300292,吴通控股,0.5,尿z,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),通信服务,
sz300293,蓝英装备,1.3,屎y,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),专用设备,
sz300294,博雅生物,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),生物制品,
sz300295,*ST三六五,84.1,屎r,(屎)↗(忐),(唏)↗(忐)▲(上),NA(空看),,
sz300296,利亚德,0.8,屎y,(屎)▽(忑),(屎)▽(忑)↗(上),NA(空长),电子元件,
sz300298,三诺生物,84.1,屎r,(屎)↗(忐),(唏)↗(忐)▲(上),NA(空看),医疗器械,
sz300299,富春股份,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),游戏,
sz300300,海峡创新,1.3,尿y,(尿)▽(忑),(尿)▽(忑)↗(上),NA(空看),软件服务,
sz300301,ST长方,2,金c,(金)↘(下),(金)↘(下)▽(忑),多被(金),,
sz300302,同有科技,0.1,嘘z,(嘘)▽(忑),(尿)▽(忑)▽(忑),NA(空看),软件服务,
sz300303,聚飞光电,0.5,尿z,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),电子元件,
sz300304,云意电气,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),汽车零部件,
sz300305,裕兴股份,1.3,屎z,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),塑料,
sz300306,远方信息,0.8,屎y,(屎)▽(忑),(屎)▽(忑)↗(上),NA(空长),仪器仪表,
sz300307,慈星股份,5.3,屎z,(屎)▽(忑),(屎)○(忠)↗(忐),NA(空长),轻工机械,
sz300308,中际旭创,1.5,金c,(金)↘(下),(嘘)↘(下)▽(忑),多被(金),通信设备,
sz300310,宜通世纪,1.9,屎y,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),通信设备,
sz300311,ST任子行,86,银r,(银)▲(忐),(银)▲(忐)▲(上),多被(银),,
sz300313,天山生物,2.2,尿y,(尿)▽(忑),(尿)▽(忑)↗(忐),NA(空看),,
sz300314,戴维医疗,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),医疗器械,
sz300315,掌趣科技,33,屎y,(屎)▽(忠),(屎)↗(忐)▲(上),NA(空长),游戏,
sz300316,晶盛机电,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),光伏设备,
sz300317,珈伟新能,21.6,尿y,(尿)▽(忠),(嘘)↗(忐)○(中),NA(空看),电力,
sz300318,博晖创新,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),生物制品,
sz300319,麦捷科技,0.1,嘘z,(嘘)▽(忑),(尿)▽(忑)▽(忑),NA(空看),电子元件,
sz300320,海达股份,1.3,屎y,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),橡胶,
sz300321,同大股份,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),化学制品,
sz300322,硕贝德,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),消费电子,
sz300323,华灿光电,0.1,嘘z,(嘘)▽(忑),(尿)▽(忑)▽(忑),NA(空看),电子元件,
sz300324,旋极信息,1.3,屎y,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),软件服务,
sz300326,ST凯利,2.2,尿y,(尿)▽(忑),(尿)▽(忑)↗(忐),NA(空看),,
sz300327,中颖电子,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),半导体,
sz300328,宜安科技,1.3,尿z,(尿)▽(忑),(尿)▽(忑)↗(上),NA(空看),有色金属,
sz300329,海伦钢琴,1.3,尿y,(尿)▽(忑),(尿)▽(忑)↗(上),NA(空看),轻工产品,
sz300331,苏大维格,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),电子元件,
sz300332,天壕能源,1.3,屎y,(屎)▽(忠),(屎)▽(忑)↗(忐),NA(空长),公用事业,
sz300333,兆日科技,1.9,屎z,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),IT设备,
sz300334,津膜科技,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),环境保护,
sz300335,迪森股份,0.5,尿y,(尿)▽(忠),(屎)▽(忑)▽(下),NA(空看),环境保护,
sz300337,银邦股份,0.4,尿z,(尿)▽(忑),(屎)▽(忑)○(忠),NA(空看),有色金属,
sz300338,*ST开元,0.8,屎z,(屎)▽(忑),(屎)▽(忑)↗(上),NA(空长),,
sz300339,润和软件,1.3,屎y,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),软件服务,
sz300340,科恒股份,0.8,屎y,(屎)▽(忑),(屎)▽(忑)↗(上),NA(空长),电池,
sz300341,麦克奥迪,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),医疗器械,
sz300342,天银机电,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),家电,
sz300343,联创股份,2.2,尿y,(尿)▽(忑),(尿)▽(忑)↗(忐),NA(空看),,
sz300344,立方退,0,屎,(屎)▽(?),(屎)▽()▲(),NA(空长),,
sz300345,华民股份,0.1,屎z,(屎)▽(忑),(屎)▽(忑)▽(忑),NA(空长),光伏设备,
sz300346,南大光电,0.1,嘘z,(嘘)▽(忑),(尿)▽(忑)▽(忑),NA(空看),电子元件,
sz300347,泰格医药,80.8,屎a,(屎)↗(上),(唏)↗(上)▲(上),NA(空看),医疗服务,
sz300348,长亮科技,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),软件服务,
sz300349,金卡智能,1.3,屎y,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),仪器仪表,
sz300350,华鹏飞,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),仓储物流,
sz300351,永贵电器,1.3,屎z,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),专用设备,
